DATE OCC,TIME OCC,AREA,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Premis Desc,Weapon Desc,Status Desc,Crm Cd 1,LOCATION,Cross Street,LAT,LON
01/08/2020 12:00:00 AM,2330,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",49,F,TOBACCO SHOP,,Invest Cont,740.0,400 W  8TH                          ST,,34.0445,-118.2558
01/09/2020 12:00:00 AM,1539,1,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),20,F,OTHER STORE,,Invest Cont,442.0,700 W  7TH                          ST,,34.048,-118.2577
01/09/2020 12:00:00 AM,1900,1,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,45,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,236.0,500    WALL                         ST,,34.0449,-118.2458
01/09/2020 12:00:00 AM,2100,1,Central,330,BURGLARY FROM VEHICLE,30,F,STREET,,Invest Cont,330.0,6TH,LOS ANGELES,34.0446,-118.249
01/01/2020 12:00:00 AM,1000,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",27,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,341.0,600 S  FLOWER                       ST,,34.0502,-118.2574
01/09/2020 12:00:00 AM,2130,1,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,38,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",SCISSORS,Adult Arrest,236.0,200 S  LOS ANGELES                  ST,,34.0503,-118.2433
01/09/2020 12:00:00 AM,1650,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),32,M,HIGH-RISE BUILDING,,Invest Cont,440.0,1000    WILSHIRE                     BL,,34.0511,-118.2608
01/06/2020 12:00:00 AM,1445,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),39,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,440.0,E  8TH                          ST,S  LOS ANGELES                  ST,34.0419,-118.2523
07/09/2020 12:00:00 AM,1755,16,Foothill,210,ROBBERY,35,F,RESTAURANT/FAST FOOD,SHOTGUN,Adult Arrest,210.0,8700    SUNLAND                      BL,,34.2309,-118.3727
01/08/2020 12:00:00 AM,1900,1,Central,350,"THEFT, PERSON",64,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,350.0,ALPINE                       ST,BROADWAY                     ST,34.0623,-118.2383
01/10/2020 12:00:00 AM,855,1,Central,624,BATTERY - SIMPLE ASSAULT,57,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,6TH,SAN JULIAN,34.0428,-118.2461
01/09/2020 12:00:00 AM,1830,1,Central,330,BURGLARY FROM VEHICLE,34,F,PARKING LOT,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,330.0,300 E  2ND                          ST,,34.0493,-118.2418
01/08/2020 12:00:00 AM,1845,1,Central,330,BURGLARY FROM VEHICLE,29,M,PARKING LOT,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,330.0,900 S  BROADWAY,,34.0423,-118.2561
01/01/2020 12:00:00 AM,1400,1,Central,330,BURGLARY FROM VEHICLE,27,M,PARKING LOT,,Invest Cont,330.0,700    CENTER                       ST,,34.0536,-118.2313
01/08/2020 12:00:00 AM,1440,1,Central,624,BATTERY - SIMPLE ASSAULT,17,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,COTTAGE HOME                 ST,N  BROADWAY,34.0673,-118.2354
01/08/2020 12:00:00 AM,1430,1,Central,624,BATTERY - SIMPLE ASSAULT,17,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,COTTAGE HOME                 ST,N  BROADWAY,34.0673,-118.2354
07/05/2020 12:00:00 AM,439,20,Olympic,815,SEXUAL PENETRATION W/FOREIGN OBJECT,26,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,310.0,100 S  NORMANDIE                    AV,,34.0726,-118.3029
01/08/2020 12:00:00 AM,2200,1,Central,815,SEXUAL PENETRATION W/FOREIGN OBJECT,32,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,815.0,7TH                          ST,HOPE                         ST,34.0487,-118.2588
01/10/2020 12:00:00 AM,1100,1,Central,900,VIOLATION OF COURT ORDER,53,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,900.0,500 S  MAIN                         ST,,34.0467,-118.2485
01/09/2020 12:00:00 AM,1130,1,Central,330,BURGLARY FROM VEHICLE,46,F,PARKING LOT,,Invest Cont,330.0,400 S  ALAMEDA                      ST,,34.0433,-118.2381
01/10/2020 12:00:00 AM,1315,1,Central,624,BATTERY - SIMPLE ASSAULT,55,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,5TH                          ST,BROADWAY,34.0481,-118.2507
01/08/2020 12:00:00 AM,1200,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",33,M,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,,Invest Cont,341.0,GRAND                        ST,OLYMPIC,34.0416,-118.262
12/14/2020 12:00:00 AM,1905,16,Foothill,354,THEFT OF IDENTITY,33,M,SINGLE FAMILY DWELLING,,Invest Cont,354.0,11700    PENDLETON                    ST,,34.2276,-118.3955
01/10/2020 12:00:00 AM,1330,1,Central,310,BURGLARY,27,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Adult Arrest,310.0,800 S  OLIVE                        ST,,34.0452,-118.2569
01/10/2020 12:00:00 AM,1030,1,Central,624,BATTERY - SIMPLE ASSAULT,48,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,300 S  BROADWAY,,34.051,-118.248
05/29/2020 12:00:00 AM,125,3,Southwest,251,SHOTS FIRED AT INHABITED DWELLING,60,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",HAND GUN,Invest Cont,251.0,2900 S  REDONDO                      BL,,34.0271,-118.3585
01/10/2020 12:00:00 AM,2100,1,Central,220,ATTEMPTED ROBBERY,30,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,220.0,2ND                          ST,LOS ANGELES,34.0503,-118.2433
01/11/2020 12:00:00 AM,10,1,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,45,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,626.0,CERES                        AV,7TH                          ST,34.038,-118.243
01/11/2020 12:00:00 AM,40,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,SIDEWALK,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,230.0,HEWITT,TRACTION,34.0454,-118.236
01/11/2020 12:00:00 AM,40,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,SIDEWALK,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,230.0,HEWITT,TRACTION,34.0454,-118.236
01/10/2020 12:00:00 AM,2335,1,Central,624,BATTERY - SIMPLE ASSAULT,28,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,800 W  OLYMPIC                      BL,,34.045,-118.264
01/10/2020 12:00:00 AM,2100,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,M,SINGLE FAMILY DWELLING,FIRE,Invest Cont,230.0,1800 S  FLOWER                       ST,,34.0353,-118.2698
01/10/2020 12:00:00 AM,2258,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",33,F,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,740.0,OLIVE,9TH,34.0437,-118.2582
01/09/2020 12:00:00 AM,1400,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",27,M,STREET,,Invest Cont,341.0,500 W  6TH                          ST,,34.0481,-118.2542
01/10/2020 12:00:00 AM,2000,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),48,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,440.0,600 E  5TH                          ST,,34.0438,-118.2416
01/11/2020 12:00:00 AM,1045,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),28,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,440.0,500    CERES                        AV,,34.0416,-118.2398
01/11/2020 12:00:00 AM,1015,1,Central,624,BATTERY - SIMPLE ASSAULT,58,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,LOS ANGELES,5TH                          ST,34.0461,-118.2476
01/11/2020 12:00:00 AM,954,1,Central,624,BATTERY - SIMPLE ASSAULT,51,M,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,624.0,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
01/02/2020 12:00:00 AM,1200,1,Central,354,THEFT OF IDENTITY,64,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,354.0,200 S  SAN PEDRO                    ST,,34.0493,-118.2418
01/10/2020 12:00:00 AM,1900,1,Central,330,BURGLARY FROM VEHICLE,32,M,PARKING LOT,,Invest Cont,330.0,500 S  MAIN                         ST,,34.0467,-118.2485
01/11/2020 12:00:00 AM,200,1,Central,330,BURGLARY FROM VEHICLE,32,M,PARKING UNDERGROUND/BUILDING,,Invest Cont,330.0,1400 S  FIGUEROA                     ST,,34.0393,-118.2689
01/11/2020 12:00:00 AM,900,1,Central,330,BURGLARY FROM VEHICLE,39,M,ALLEY,,Invest Cont,330.0,1600    SANTEE                       ST,,34.0309,-118.2618
01/06/2020 12:00:00 AM,400,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38,M,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,740.0,600 N  FIGUEROA                     ST,,34.0627,-118.2463
01/10/2020 12:00:00 AM,1230,1,Central,662,"BUNCO, GRAND THEFT",29,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,662.0,1000 S  FLOWER                       ST,,34.0444,-118.2628
01/11/2020 12:00:00 AM,1535,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),38,M,SIDEWALK,,Invest Cont,440.0,CESAR E CHAVEZ,SPRING,34.0586,-118.2402
01/11/2020 12:00:00 AM,1450,1,Central,350,"THEFT, PERSON",20,M,STREET,,Invest Cont,350.0,300 E  5TH                          ST,,34.0453,-118.2443
01/11/2020 12:00:00 AM,5,1,Central,624,BATTERY - SIMPLE ASSAULT,57,M,MTA - RED LINE - 7TH AND METRO CENTER,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,600 S  FIGUEROA                     ST,,34.0509,-118.2585
01/11/2020 12:00:00 AM,1110,1,Central,624,BATTERY - SIMPLE ASSAULT,65,F,MTA - PURPLE LINE - PERSHING SQUARE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,500 S  HILL                         ST,,34.0488,-118.2518
01/11/2020 12:00:00 AM,1345,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),22,F,STREET,,Invest Cont,440.0,5TH,SPRING,34.0474,-118.2496
01/19/2020 12:00:00 AM,600,1,Central,761,BRANDISH WEAPON,54,M,STREET,ICE PICK,Invest Cont,761.0,200 N  MAIN                         ST,,34.0532,-118.2425
07/16/2020 12:00:00 AM,852,2,Rampart,901,VIOLATION OF RESTRAINING ORDER,37,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Adult Other,901.0,900 N  MARIPOSA                     AV,,34.0868,-118.2991
01/11/2020 12:00:00 AM,215,1,Central,761,BRANDISH WEAPON,22,M,PARKING LOT,SCISSORS,Invest Cont,761.0,500    RAMIREZ                      ST,,34.0552,-118.2322
01/11/2020 12:00:00 AM,705,1,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),30,M,LA UNION STATION (NOT LINE SPECIFIC),,Invest Cont,442.0,800 N  ALAMEDA                      ST,,34.0563,-118.2374
01/09/2020 12:00:00 AM,2035,1,Central,624,BATTERY - SIMPLE ASSAULT,30,F,MTA - RED LINE - 7TH AND METRO CENTER,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,600 W  7TH                          ST,,34.0473,-118.2566
03/13/2020 12:00:00 AM,1330,4,Hollenbeck,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,46,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,236.0,3100    SHEFFIELD                    AV,,34.0811,-118.1614
01/11/2020 12:00:00 AM,1900,1,Central,624,BATTERY - SIMPLE ASSAULT,65,M,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,900 N  BEAUDRY                      AV,,34.0674,-118.2468
01/11/2020 12:00:00 AM,1750,1,Central,624,BATTERY - SIMPLE ASSAULT,28,M,OTHER STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,500 S  LOS ANGELES                  ST,,34.0461,-118.2476
01/11/2020 12:00:00 AM,2300,1,Central,624,BATTERY - SIMPLE ASSAULT,41,F,MISSIONS/SHELTERS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
07/22/2020 12:00:00 AM,1200,7,Wilshire,354,THEFT OF IDENTITY,35,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,354.0,1700 S  RIMPAU                       BL,,34.0433,-118.3418
01/11/2020 12:00:00 AM,2200,1,Central,624,BATTERY - SIMPLE ASSAULT,28,F,STAPLES CENTER *,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,1100 S  FIGUEROA                     ST,,34.0431,-118.2692
01/12/2020 12:00:00 AM,130,1,Central,624,BATTERY - SIMPLE ASSAULT,35,F,SIDEWALK,GLASS,Invest Cont,624.0,600 N  SPRING                       ST,,34.0582,-118.2387
01/11/2020 12:00:00 AM,1930,1,Central,330,BURGLARY FROM VEHICLE,35,M,SIDEWALK,,Invest Cont,330.0,100 E  5TH                          ST,,34.0467,-118.2485
01/11/2020 12:00:00 AM,2310,1,Central,330,BURGLARY FROM VEHICLE,38,M,SIDEWALK,,Invest Cont,330.0,400    COLYTON                      ST,,34.0435,-118.2365
01/11/2020 12:00:00 AM,100,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,F,SIDEWALK,,Invest Cont,341.0,FLOWER,OLYMPIC,34.043,-118.2641
01/11/2020 12:00:00 AM,340,1,Central,480,BIKE - STOLEN,39,F,SIDEWALK,,Invest Cont,480.0,600 S  SPRING                       ST,,34.0467,-118.252
01/09/2020 12:00:00 AM,1945,1,Central,350,"THEFT, PERSON",57,M,STAPLES CENTER *,,Invest Cont,350.0,1100 S  FIGUEROA                     ST,,34.0431,-118.2692
01/11/2020 12:00:00 AM,1430,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",56,M,OTHER BUSINESS,,Invest Cont,341.0,1200 S  MAIN                         ST,,34.0376,-118.2594
01/12/2020 12:00:00 AM,5,1,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,MISSIONS/SHELTERS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,626.0,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
01/12/2020 12:00:00 AM,500,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29,M,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,740.0,600 N  ALAMEDA                      ST,,34.0533,-118.2379
05/13/2020 12:00:00 AM,1200,6,Hollywood,354,THEFT OF IDENTITY,36,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,354.0,5300    MONROE                       ST,,34.0858,-118.3118
12/12/2020 12:00:00 AM,15,9,Van Nuys,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,230.0,14600    VANOWEN                      ST,,34.1976,-118.4574
01/11/2020 12:00:00 AM,550,1,Central,901,VIOLATION OF RESTRAINING ORDER,47,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,901.0,600 N  HILL                         ST,,34.0591,-118.2412
01/11/2020 12:00:00 AM,2150,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,M,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,740.0,100    JUDGE JOHN AISO              ST,,34.0504,-118.2409
03/12/2020 12:00:00 AM,640,10,West Valley,888,TRESPASSING,45,F,SINGLE FAMILY DWELLING,,Adult Arrest,888.0,19500    INGOMAR                      ST,,34.212,-118.5579
01/08/2020 12:00:00 AM,900,1,Central,330,BURGLARY FROM VEHICLE,34,F,PARKING LOT,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,330.0,700 S  GRAND                        AV,,34.0473,-118.2566
01/11/2020 12:00:00 AM,1700,1,Central,330,BURGLARY FROM VEHICLE,57,F,PARKING LOT,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,330.0,200 E  6TH                          ST,,34.0446,-118.249
01/12/2020 12:00:00 AM,920,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,STREET,OTHER KNIFE,Invest Cont,230.0,6TH                          ST,CROCKER,34.0412,-118.2436
01/30/2020 12:00:00 AM,1640,4,Hollenbeck,354,THEFT OF IDENTITY,30,M,JEWELRY STORE,,Invest Cont,354.0,4400    VAN HORNE                    AV,,34.097,-118.1695
01/11/2020 12:00:00 AM,1700,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,F,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,740.0,800 S  HILL                         ST,,34.0462,-118.2585
01/11/2020 12:00:00 AM,1800,1,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,62,M,STREET,SIMULATED GUN,Invest Cont,930.0,200 W  7TH                          ST,,34.0467,-118.252
01/12/2020 12:00:00 AM,1145,1,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21,F,DRUG STORE,,Invest Cont,442.0,600 W  7TH                          ST,,34.0491,-118.2558
01/12/2020 12:00:00 AM,500,1,Central,310,BURGLARY,27,M,DEPARTMENT STORE,,Invest Cont,310.0,600 S  OLIVE                        ST,,34.0481,-118.2542
01/11/2020 12:00:00 AM,2315,1,Central,350,"THEFT, PERSON",26,F,NIGHT CLUB (OPEN EVENINGS ONLY),,Invest Cont,350.0,600 S  SPRING                       ST,,34.046,-118.2509
01/11/2020 12:00:00 AM,2100,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),26,F,RESTAURANT/FAST FOOD,,Invest Cont,440.0,7TH                          ST,GRAND                        AV,34.0473,-118.2566
08/26/2020 12:00:00 AM,1215,8,West LA,354,THEFT OF IDENTITY,51,F,SINGLE FAMILY DWELLING,,Invest Cont,354.0,10500    WILSHIRE                     BL,,34.0649,-118.4372
01/10/2020 12:00:00 AM,1530,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",29,M,PARKING LOT,,Invest Cont,341.0,700 S  GRAND                        AV,,34.0473,-118.2566
01/12/2020 12:00:00 AM,1450,1,Central,210,ROBBERY,23,M,DEPARTMENT STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,210.0,700 W  7TH                          ST,,34.048,-118.2577
01/11/2020 12:00:00 AM,2200,1,Central,330,BURGLARY FROM VEHICLE,38,F,PARKING LOT,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,330.0,900 W  OLYMPIC                      BL,,34.0454,-118.2657
01/12/2020 12:00:00 AM,530,1,Central,330,BURGLARY FROM VEHICLE,27,M,PARKING LOT,,Invest Cont,330.0,800 S  FIGUEROA                     ST,,34.0479,-118.2612
01/12/2020 12:00:00 AM,900,1,Central,121,"RAPE, FORCIBLE",37,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,121.0,SAN PEDRO                    ST,4TH                          ST,34.0458,-118.243
01/08/2020 12:00:00 AM,2000,1,Central,624,BATTERY - SIMPLE ASSAULT,35,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,624.0,200    BOYD                         ST,,34.0478,-118.2454
01/12/2020 12:00:00 AM,1450,1,Central,624,BATTERY - SIMPLE ASSAULT,60,M,MTA BUS,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,624.0,5TH,OLIVE,34.0495,-118.2529
12/07/2020 12:00:00 AM,2245,18,Southeast,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,236.0,2000 E  105TH                        ST,,33.9406,-118.237
01/12/2020 12:00:00 AM,1830,1,Central,330,BURGLARY FROM VEHICLE,26,M,STREET,,Invest Cont,330.0,200 E  11TH                         ST,,34.0384,-118.2571
01/12/2020 12:00:00 AM,1030,1,Central,330,BURGLARY FROM VEHICLE,36,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,330.0,600 N  BROADWAY,,34.0586,-118.2402
01/11/2020 12:00:00 AM,2000,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",45,M,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,740.0,1000 S  HOPE                         ST,,34.0437,-118.2617
01/12/2020 12:00:00 AM,1800,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),20,F,SIDEWALK,,Invest Cont,440.0,800 S  OLIVE                        ST,,34.0452,-118.2569
01/12/2020 12:00:00 AM,2300,1,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,46,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,236.0,6TH                          ST,WALL                         ST,34.0428,-118.2461
01/11/2020 12:00:00 AM,1400,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",44,M,STAPLES CENTER *,,Invest Cont,341.0,1100 S  FIGUEROA                     ST,,34.0431,-118.2692
01/12/2020 12:00:00 AM,1600,1,Central,480,BIKE - STOLEN,26,M,LIBRARY,,Invest Cont,480.0,600 W  5TH                          ST,,34.0502,-118.254
01/12/2020 12:00:00 AM,1625,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),22,F,MARKET,,Invest Cont,440.0,300 S  BROADWAY,,34.051,-118.248
01/12/2020 12:00:00 AM,1520,1,Central,946,OTHER MISCELLANEOUS CRIME,32,M,STREET,,Adult Other,946.0,ORD,BROADWAY,34.0607,-118.2405
01/11/2020 12:00:00 AM,1000,1,Central,330,BURGLARY FROM VEHICLE,40,F,GARAGE/CARPORT,,Invest Cont,330.0,900 S  HILL                         ST,,34.042,-118.2625
01/01/2020 12:00:00 AM,1000,12,77th Street,354,THEFT OF IDENTITY,63,M,SINGLE FAMILY DWELLING,,Invest Cont,354.0,3400 W  78TH                         ST,,33.9691,-118.3309
01/10/2020 12:00:00 AM,1200,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",57,M,LA UNION STATION (NOT LINE SPECIFIC),,Invest Cont,740.0,00    GATEWAY PLAZA                DR,,34.0551,-118.2323
01/13/2020 12:00:00 AM,830,1,Central,625,OTHER ASSAULT,61,M,LA UNION STATION (NOT LINE SPECIFIC),UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,625.0,800 N  ALAMEDA                      ST,,34.0563,-118.2374
01/13/2020 12:00:00 AM,1400,1,Central,330,BURGLARY FROM VEHICLE,39,F,PARKING UNDERGROUND/BUILDING,,Invest Cont,330.0,300 S  BROADWAY,,34.051,-118.248
01/10/2020 12:00:00 AM,800,6,Hollywood,354,THEFT OF IDENTITY,28,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,354.0,1100 N  ARDMORE                      AV,,34.0908,-118.3012
01/13/2020 12:00:00 AM,1200,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),22,M,BUS STOP,,Invest Cont,440.0,FIGUEROA,PICO,34.0402,-118.2684
01/13/2020 12:00:00 AM,1500,1,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),35,M,DEPARTMENT STORE,,Invest Cont,442.0,700 W  7TH                          ST,,34.048,-118.2577
11/26/2020 12:00:00 AM,1400,7,Wilshire,354,THEFT OF IDENTITY,38,M,SINGLE FAMILY DWELLING,,Invest Cont,354.0,400 S  WILLAMAN                     DR,,34.0717,-118.3806
05/10/2020 12:00:00 AM,1745,6,Hollywood,330,BURGLARY FROM VEHICLE,22,F,STREET,,Adult Other,330.0,SUNSET,HUDSON,34.098,-118.3316
01/13/2020 12:00:00 AM,1620,1,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,22,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,930.0,1100 S  HOPE                         ST,,34.0423,-118.2631
06/11/2020 12:00:00 AM,1700,11,Northeast,330,BURGLARY FROM VEHICLE,34,F,STREET,,Invest Cont,330.0,2400 N  ALVARADO                     ST,,34.097,-118.2518
01/13/2020 12:00:00 AM,1530,1,Central,624,BATTERY - SIMPLE ASSAULT,40,M,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,500    SAN JULIAN                   ST,,34.0446,-118.245
01/13/2020 12:00:00 AM,1530,1,Central,624,BATTERY - SIMPLE ASSAULT,33,F,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,624.0,500    SAN JULIAN                   ST,,34.0446,-118.245
01/13/2020 12:00:00 AM,1900,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,M,DRUG STORE,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,230.0,1000 S  BROADWAY,,34.0409,-118.2574
01/13/2020 12:00:00 AM,2210,1,Central,624,BATTERY - SIMPLE ASSAULT,21,F,SEX ORIENTED/BOOK STORE/STRIP CLUB/GENTLEMAN'S CLUB,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,300 W  4TH                          ST,,34.0502,-118.2487
